Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Car_Age,Mileage_per_Year,Log_Selling_Price,Log_Kms_Driven,Age_Group
2017,23.0,25.39,15000,Diesel,Dealer,Automatic,0,9,1666.6666666666667,3.1354942159291497,9.615805480084347,Medium
2015,12.5,13.46,38000,Diesel,Dealer,Manual,0,11,3454.5454545454545,2.5257286443082556,10.545341438708522,Old
2005,3.49,13.46,197176,Diesel,Dealer,Manual,0,21,9389.333333333334,1.2499017362143359,12.191852009890201,
2006,2.5,23.73,142000,Petrol,Individual,Automatic,3,20,7100.0,0.9162907318741551,11.863582336583399,Old
2010,35.0,92.6,78000,Diesel,Dealer,Manual,0,16,4875.0,3.5553480614894135,11.26446410567173,Old
2012,5.9,13.74,56000,Petrol,Dealer,Manual,0,14,4000.0,1.7749523509116738,10.933106969717286,Old
2013,3.45,6.05,47000,Petrol,Dealer,Manual,0,13,3615.3846153846152,1.2383742310432684,10.757902880692196,Old
2014,4.75,6.76,40000,Petrol,Dealer,Manual,0,12,3333.3333333333335,1.55814461804655,10.596634733096073,Old
2009,3.8,18.61,62000,Petrol,Dealer,Manual,0,17,3647.0588235294117,1.33500106673234,11.03488966402723,Old
2014,11.25,16.09,58242,Diesel,Dealer,Manual,0,12,4853.5,2.4203681286504293,10.972362022940281,Old
2005,3.51,13.7,75000,Petrol,Dealer,Manual,0,21,3571.4285714285716,1.2556160374777743,11.225243392518447,
2015,23.0,30.61,40000,Diesel,Dealer,Automatic,0,11,3636.3636363636365,3.1354942159291497,10.596634733096073,Old
2008,4.0,22.78,89000,Petrol,Dealer,Automatic,0,18,4944.444444444444,1.3862943611198906,11.396391648714276,Old
2012,5.85,18.61,72000,Petrol,Dealer,Manual,0,14,5142.857142857143,1.766441661243765,11.184421397998193,Old
2016,20.75,25.39,29000,Diesel,Dealer,Automatic,0,10,2900.0,3.0325462466767075,10.275051108968611,Medium
2017,17.0,18.64,8700,Petrol,Dealer,Manual,0,9,966.6666666666666,2.833213344056216,9.071078304642676,Medium
2013,7.05,18.61,45000,Petrol,Dealer,Manual,0,13,3461.5384615384614,1.9530276168241774,10.714417768752456,Old
2010,9.65,20.45,50024,Diesel,Dealer,Manual,0,16,3126.5,2.2669579153508947,10.820258169247134,Old
2016,1.75,1.9,3000,Petrol,Individual,Manual,0,10,300.0,0.5596157879354227,8.006367567650246,Medium
2017,1.7,1.82,1400,Petrol,Individual,Manual,0,9,155.55555555555554,0.5306282510621704,7.24422751560335,Medium
2017,1.65,1.78,4000,Petrol,Individual,Manual,0,9,444.44444444444446,0.5007752879124892,8.294049640102028,Medium
2017,1.45,1.6,1200,Petrol,Individual,Manual,0,9,133.33333333333334,0.371563556432483,7.090076835776092,Medium
2017,1.35,1.47,4100,Petrol,Individual,Manual,0,9,455.55555555555554,0.30010459245033816,8.318742252692399,Medium
2015,1.35,2.37,21700,Petrol,Individual,Manual,0,11,1972.7272727272727,0.30010459245033816,9.98506753952855,Old
2014,1.35,3.45,16500,Petrol,Individual,Manual,1,12,1375.0,0.30010459245033816,9.711115659888671,Old
2013,1.25,1.5,15000,Petrol,Individual,Manual,0,13,1153.8461538461538,0.22314355131420976,9.615805480084347,Old
2016,1.2,1.5,18000,Petrol,Individual,Manual,0,10,1800.0,0.1823215567939546,9.798127036878302,Medium
2017,1.2,1.47,11000,Petrol,Individual,Manual,0,9,1222.2222222222222,0.1823215567939546,9.305650551780507,Medium
2016,1.2,1.78,6000,Petrol,Individual,Manual,0,10,600.0,0.1823215567939546,8.699514748210191,Medium
2016,1.15,1.5,8700,Petrol,Individual,Manual,0,10,870.0,0.13976194237515863,9.071078304642676,Medium
2014,1.15,2.4,7000,Petrol,Individual,Manual,0,12,583.3333333333334,0.13976194237515863,8.85366542803745,Old
2016,1.15,1.4,35000,Petrol,Individual,Manual,0,10,3500.0,0.13976194237515863,10.46310334047155,Medium
2015,1.15,1.47,17000,Petrol,Individual,Manual,0,11,1545.4545454545455,0.13976194237515863,9.740968623038354,Old
2015,1.11,1.47,17500,Petrol,Individual,Manual,0,11,1590.909090909091,0.10436001532424286,9.769956159911606,Old
2013,1.1,1.47,33000,Petrol,Individual,Manual,0,13,2538.4615384615386,0.09531017980432493,10.404262840448617,Old
2015,1.1,1.9,14000,Petrol,Individual,Manual,0,11,1272.7272727272727,0.09531017980432493,9.546812608597396,Old
2015,1.1,1.47,26000,Petrol,Individual,Manual,0,11,2363.6363636363635,0.09531017980432493,10.165851817003619,Old
2013,1.05,1.9,5400,Petrol,Individual,Manual,0,13,415.38461538461536,0.04879016416943204,8.594154232552366,Old
2016,1.05,1.26,5700,Petrol,Individual,Manual,0,10,570.0,0.04879016416943204,8.648221453822641,Medium
2011,1.05,1.5,6900,Petrol,Individual,Manual,0,15,460.0,0.04879016416943204,8.83927669058535,Old
2016,1.05,1.17,6000,Petrol,Individual,Manual,0,10,600.0,0.04879016416943204,8.699514748210191,Medium
2013,1.0,1.47,46500,Petrol,Individual,Manual,0,13,3576.923076923077,0.0,10.747207591575448,Old
2012,0.95,1.75,11500,Petrol,Individual,Manual,0,14,821.4285714285714,-0.05129329438755058,9.350102314351341,Old
2009,0.9,1.75,40000,Petrol,Individual,Manual,0,17,2352.9411764705883,-0.10536051565782628,10.596634733096073,Old
2017,0.9,0.95,1300,Petrol,Individual,Manual,0,9,144.44444444444446,-0.10536051565782628,7.170119543449628,Medium
2016,0.75,0.8,7000,Petrol,Individual,Manual,0,10,700.0,-0.2876820724517809,8.85366542803745,Medium
2017,0.8,0.87,3000,Petrol,Individual,Manual,0,9,333.3333333333333,-0.2231435513142097,8.006367567650246,Medium
2017,0.78,0.84,5000,Petrol,Individual,Manual,0,9,555.5555555555555,-0.2484613592984996,8.517193191416238,Medium
2017,0.75,0.87,11000,Petrol,Individual,Manual,0,9,1222.2222222222222,-0.2876820724517809,9.305650551780507,Medium
2015,0.75,0.82,18000,Petrol,Individual,Manual,0,11,1636.3636363636363,-0.2876820724517809,9.798127036878302,Old
2017,0.75,0.95,3500,Petrol,Individual,Manual,0,9,388.8888888888889,-0.2876820724517809,8.160518247477505,Medium
2016,0.72,0.95,500,Petrol,Individual,Manual,0,10,50.0,-0.3285040669720361,6.214608098422191,Medium
2017,0.65,0.81,11800,Petrol,Individual,Manual,0,9,1311.111111111111,-0.4307829160924542,9.375854810453756,Medium
2015,0.65,0.74,5000,Petrol,Individual,Manual,0,11,454.54545454545456,-0.4307829160924542,8.517193191416238,Old
2014,0.65,1.2,23500,Petrol,Individual,Manual,0,12,1958.3333333333333,-0.4307829160924542,10.06475570013225,Old
2013,0.65,0.787,16000,Petrol,Individual,Manual,0,13,1230.7692307692307,-0.4307829160924542,9.680344001221918,Old
2016,0.6,0.87,15000,Petrol,Individual,Manual,0,10,1500.0,-0.5108256237659907,9.615805480084347,Medium
2015,0.6,0.95,16600,Petrol,Individual,Manual,0,11,1509.090909090909,-0.5108256237659907,9.717157974344635,Old
2013,0.6,1.2,32000,Petrol,Individual,Manual,0,13,2461.5384615384614,-0.5108256237659907,10.373491181781864,Old
2016,0.6,0.8,20000,Petrol,Individual,Manual,0,10,2000.0,-0.5108256237659907,9.903487552536127,Medium
2015,0.6,0.84,29000,Petrol,Individual,Manual,0,11,2636.3636363636365,-0.5108256237659907,10.275051108968611,Old
2016,0.6,0.84,25000,Petrol,Individual,Manual,0,10,2500.0,-0.5108256237659907,10.126631103850338,Medium
2014,0.6,0.99,25000,Petrol,Individual,Manual,0,12,2083.3333333333335,-0.5108256237659907,10.126631103850338,Old
2012,0.6,0.81,19000,Petrol,Individual,Manual,0,14,1357.142857142857,-0.5108256237659907,9.852194258148577,Old
2014,0.55,0.787,15000,Petrol,Individual,Manual,0,12,1250.0,-0.5978370007556204,9.615805480084347,Old
2015,0.55,0.84,58000,Petrol,Individual,Manual,0,11,5272.727272727273,-0.5978370007556204,10.968198289528557,Old
2010,0.52,0.94,45000,Petrol,Individual,Manual,0,16,2812.5,-0.6539264674066639,10.714417768752456,Old
2016,0.51,0.94,24000,Petrol,Individual,Manual,0,10,2400.0,-0.6733445532637656,10.085809109330082,Medium
2011,0.5,0.826,6000,Petrol,Individual,Manual,0,15,400.0,-0.6931471805599453,8.699514748210191,Old
2016,0.5,0.55,31000,Petrol,Individual,Manual,0,10,3100.0,-0.6931471805599453,10.341742483467284,Medium
2012,0.5,0.99,13000,Petrol,Individual,Manual,0,14,928.5714285714286,-0.6931471805599453,9.472704636443673,Old
2013,0.5,0.99,45000,Petrol,Individual,Manual,0,13,3461.5384615384614,-0.6931471805599453,10.714417768752456,Old
2014,0.5,0.88,8000,Petrol,Individual,Manual,0,12,666.6666666666666,-0.6931471805599453,8.987196820661973,Old
2017,0.48,0.51,4300,Petrol,Individual,Automatic,0,9,477.77777777777777,-0.7339691750802004,8.366370301681654,Medium
2017,0.48,0.52,15000,Petrol,Individual,Manual,0,9,1666.6666666666667,-0.7339691750802004,9.615805480084347,Medium
2015,0.48,0.84,23000,Petrol,Individual,Manual,0,11,2090.909090909091,-0.7339691750802004,10.043249494911286,Old
2017,0.48,0.54,8600,Petrol,Individual,Manual,0,9,955.5555555555555,-0.7339691750802004,9.0595174822416,Medium
2017,0.45,0.51,4000,Petrol,Individual,Automatic,0,9,444.44444444444446,-0.7985076962177716,8.294049640102028,Medium
2011,0.45,0.95,24000,Petrol,Individual,Manual,0,15,1600.0,-0.7985076962177716,10.085809109330082,Old
2014,0.45,0.826,23000,Petrol,Individual,Manual,0,12,1916.6666666666667,-0.7985076962177716,10.043249494911286,Old
2012,0.45,0.99,14500,Petrol,Individual,Manual,0,14,1035.7142857142858,-0.7985076962177716,9.581903928408666,Old
2010,0.45,0.95,27000,Petrol,Individual,Manual,0,16,1687.5,-0.7985076962177716,10.203592144986466,Old
2016,0.45,0.54,14000,Petrol,Individual,Manual,0,10,1400.0,-0.7985076962177716,9.546812608597396,Medium
2016,0.45,0.54,500,Petrol,Individual,Automatic,0,10,50.0,-0.7985076962177716,6.214608098422191,Medium
2016,0.45,0.55,1000,Petrol,Individual,Manual,0,10,100.0,-0.7985076962177716,6.907755278982137,Medium
2014,0.42,0.81,42000,Petrol,Individual,Manual,0,12,3500.0,-0.8675005677047231,10.645424897265505,Old
2013,0.42,0.73,12000,Petrol,Individual,Manual,0,13,923.0769230769231,-0.8675005677047231,9.392661928770137,Old
2015,0.4,0.54,14000,Petrol,Individual,Manual,0,11,1272.7272727272727,-0.916290731874155,9.546812608597396,Old
2012,0.4,0.83,5500,Petrol,Individual,Manual,0,14,392.85714285714283,-0.916290731874155,8.612503371220562,Old
2015,0.4,0.55,6700,Petrol,Individual,Manual,0,11,609.0909090909091,-0.916290731874155,8.809862805379057,Old
2014,0.4,0.64,13700,Petrol,Individual,Manual,0,12,1141.6666666666667,-0.916290731874155,9.525151111816216,Old
2017,0.4,0.51,1300,Petrol,Individual,Automatic,0,9,144.44444444444446,-0.916290731874155,7.170119543449628,Medium
2015,0.38,0.72,38600,Petrol,Individual,Manual,0,11,3509.090909090909,-0.9675840262617056,10.561007555452923,Old
2011,0.38,0.787,75000,Petrol,Individual,Manual,0,15,5000.0,-0.9675840262617056,11.225243392518447,Old
2011,0.35,1.05,30000,Petrol,Individual,Manual,0,15,2000.0,-1.0498221244986778,10.308952660644293,Old
2016,0.35,0.57,24000,Petrol,Individual,Automatic,0,10,2400.0,-1.0498221244986778,10.085809109330082,Medium
2014,0.35,0.52,19000,Petrol,Individual,Automatic,0,12,1583.3333333333333,-1.0498221244986778,9.852194258148577,Old
2010,0.31,1.05,213000,Petrol,Individual,Manual,0,16,13312.5,-1.171182981502945,12.269047444691562,Old
2012,0.3,0.51,60000,Petrol,Individual,Manual,0,14,4285.714285714285,-1.2039728043259361,11.002099841204238,Old
2016,0.3,0.48,50000,Petrol,Individual,Manual,0,10,5000.0,-1.2039728043259361,10.819778284410283,Medium
2013,0.3,0.58,30000,Petrol,Individual,Manual,0,13,2307.6923076923076,-1.2039728043259361,10.308952660644293,Old
2013,0.27,0.47,21000,Petrol,Individual,Manual,0,13,1615.3846153846155,-1.3093333199837622,9.95227771670556,Old
2008,0.25,0.75,26000,Petrol,Individual,Manual,1,18,1444.4444444444443,-1.3862943611198906,10.165851817003619,Old
2008,0.25,0.58,1900,Petrol,Individual,Automatic,0,18,105.55555555555556,-1.3862943611198906,7.549609165154532,Old
2010,0.25,0.52,22000,Petrol,Individual,Automatic,0,16,1375.0,-1.3862943611198906,9.998797732340453,Old
2013,0.25,0.51,32000,Petrol,Individual,Manual,0,13,2461.5384615384614,-1.3862943611198906,10.373491181781864,Old
2013,0.25,0.57,18000,Petrol,Individual,Manual,0,13,1384.6153846153845,-1.3862943611198906,9.798127036878302,Old
2005,0.2,0.57,55000,Petrol,Individual,Manual,0,21,2619.0476190476193,-1.6094379124341003,10.915088464214607,
2008,0.2,0.75,60000,Petrol,Individual,Manual,0,18,3333.3333333333335,-1.6094379124341003,11.002099841204238,Old
2012,0.2,0.57,25000,Petrol,Individual,Manual,1,14,1785.7142857142858,-1.6094379124341003,10.126631103850338,Old
2007,0.2,0.75,49000,Petrol,Individual,Manual,1,19,2578.9473684210525,-1.6094379124341003,10.799575577092764,Old
2013,0.2,0.65,24000,Petrol,Individual,Manual,1,13,1846.1538461538462,-1.6094379124341003,10.085809109330082,Old
2008,0.2,0.787,50000,Petrol,Individual,Manual,0,18,2777.777777777778,-1.6094379124341003,10.819778284410283,Old
2015,0.18,0.32,35000,Petrol,Individual,Manual,0,11,3181.818181818182,-1.7147984280919266,10.46310334047155,Old
2008,0.17,0.52,500000,Petrol,Individual,Automatic,0,18,27777.777777777777,-1.7719568419318752,13.122363377404328,Old
2010,0.16,0.51,33000,Petrol,Individual,Manual,0,16,2062.5,-1.8325814637483102,10.404262840448617,Old
2011,0.15,0.57,35000,Petrol,Individual,Manual,1,15,2333.3333333333335,-1.8971199848858813,10.46310334047155,Old
2007,0.12,0.58,53000,Petrol,Individual,Manual,0,19,2789.4736842105262,-2.120263536200091,10.87804719253426,Old
2006,0.1,0.75,92233,Petrol,Individual,Manual,0,20,4611.65,-2.3025850929940455,11.432073263077971,Old
2010,3.25,6.79,58000,Diesel,Dealer,Manual,1,16,3625.0,1.1786549963416462,10.968198289528557,Old
2015,4.4,5.7,28200,Petrol,Dealer,Manual,0,11,2563.6363636363635,1.4816045409242156,10.247077256926206,Old
2011,2.95,4.6,53460,Petrol,Dealer,Manual,0,15,3564.0,1.0818051703517284,10.88668898969291,Old
2015,2.75,4.43,28282,Petrol,Dealer,Manual,0,11,2571.090909090909,1.0116009116784799,10.249980838867721,Old
2016,5.25,5.7,3493,Petrol,Dealer,Manual,1,10,349.3,1.6582280766035324,8.158516244806831,Medium
2017,5.75,7.13,12479,Petrol,Dealer,Manual,0,9,1386.5555555555557,1.749199854809259,9.431802510507854,Medium
2015,5.15,5.7,34797,Petrol,Dealer,Automatic,0,11,3163.3636363636365,1.6389967146756448,10.457286455149985,Old
2017,7.9,8.1,3435,Petrol,Dealer,Manual,0,9,381.6666666666667,2.066862759472976,8.14177220465645,Medium
2015,4.85,5.7,21125,Diesel,Dealer,Manual,0,11,1920.4545454545455,1.5789787049493917,9.958212452225375,Old
2012,3.1,4.6,35775,Petrol,Dealer,Manual,0,14,2555.3571428571427,1.1314021114911006,10.485004604424653,Old
2015,11.75,14.79,43535,Diesel,Dealer,Manual,0,11,3957.7272727272725,2.463853240590168,10.681320491262715,Old
2016,11.25,13.6,22671,Petrol,Dealer,Manual,0,10,2267.1,2.4203681286504293,10.02884185368883,Medium
2011,2.9,6.79,31604,Petrol,Dealer,Manual,0,15,2106.9333333333334,1.0647107369924282,10.361038973842623,Old
2017,5.25,5.7,20114,Petrol,Dealer,Manual,0,9,2234.8888888888887,1.6582280766035324,9.909171369004426,Medium
2012,4.5,9.4,36100,Petrol,Dealer,Manual,0,14,2578.5714285714284,1.5040773967762742,10.494048144320972,Old
2016,2.9,4.43,12500,Petrol,Dealer,Manual,0,10,1250.0,1.0647107369924282,9.433483923290392,Medium
2016,3.15,4.43,15000,Petrol,Dealer,Manual,0,10,1500.0,1.1474024528375417,9.615805480084347,Medium
2014,6.45,9.4,45078,Petrol,Dealer,Manual,0,12,3756.5,1.864080130807681,10.716149601597216,Old
2012,4.5,9.4,36000,Petrol,Dealer,Manual,0,14,2571.4285714285716,1.5040773967762742,10.491274217438248,Old
2017,3.5,4.43,38488,Petrol,Dealer,Manual,0,9,4276.444444444444,1.252762968495368,10.55810178337929,Medium
2013,4.5,6.79,32000,Petrol,Dealer,Automatic,0,13,2461.5384615384614,1.5040773967762742,10.373491181781864,Old
2014,6.0,7.6,77632,Diesel,Dealer,Manual,0,12,6469.333333333333,1.791759469228055,11.259734992303722,Old
2015,8.25,9.4,61381,Diesel,Dealer,Manual,0,11,5580.090909090909,2.1102132003465894,11.02485561999279,Old
2013,5.11,9.4,36198,Petrol,Dealer,Automatic,0,13,2784.4615384615386,1.631199404215613,10.496759147668817,Old
2011,2.7,4.6,22517,Petrol,Dealer,Manual,0,15,1501.1333333333334,0.9932517730102834,10.02202585845966,Old
2015,5.25,5.7,24678,Petrol,Dealer,Manual,0,11,2243.4545454545455,1.6582280766035324,10.11366743745848,Old
2011,2.55,4.43,57000,Petrol,Dealer,Manual,0,15,3800.0,0.9360933591703348,10.950806546816688,Old
2012,4.95,9.4,60000,Diesel,Dealer,Manual,0,14,4285.714285714285,1.599387576580599,11.002099841204238,Old
2012,3.1,6.79,52132,Diesel,Dealer,Manual,0,14,3723.714285714286,1.1314021114911006,10.86153424265061,Old
2013,6.15,9.4,45000,Diesel,Dealer,Manual,0,13,3461.5384615384614,1.8164520818184267,10.714417768752456,Old
2017,9.25,9.4,15001,Petrol,Dealer,Manual,0,9,1666.7777777777778,2.224623551524334,9.61587214452889,Medium
